"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,52769073713,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,111957000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,112633000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,109398000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,96929000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,108300000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,107729000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,109199000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,111085000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,113666000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,114314000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,114963000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,115588000000,,
"BEL","Belgium","101","GDP: Total, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,115789000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,57732000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,57950000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,54567000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,47812000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,56195000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,51845000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,52769000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,54611000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,57355000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,57355000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,57019000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,57695000000,,
"BEL","Belgium","102","GDP: Private consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,58120000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,25787000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,26029000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,25831000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,25033000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,26145000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,25907000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,26509000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,26836000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,27103000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,27448000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,26844000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,26832000000,,
"BEL","Belgium","103","GDP: Government consumption expenditure, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,26840000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,27499000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,27648000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,26885000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,22542000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,26639000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,27673000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,27289000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,27689000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,27147000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,26661000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,27232000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,26788000000,,
"BEL","Belgium","104","GDP: Gross fixed capital formation, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,26641000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,93968000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,94930000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,93727000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,81630000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,88714000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,92884000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,94589000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,99134000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,100449000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,102973000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,103240000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,103107000000,,
"BEL","Belgium","105","GDP: Exports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,105057000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,93314000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,94083000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,92642000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,80534000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,88523000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,91606000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,92588000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,97851000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,99121000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,101427000000,,
"BEL","Belgium","106","GDP: Imports of goods and services, constant prices","202212","December 2022","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,101012000000,,
